,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file
32038,47.0,male,High School,22924.0,22,RENT,2000.0,MEDICAL,7.29,0.09,11.0,674,Yes
13526,23.0,female,High School,72888.0,0,RENT,12500.0,PERSONAL,10.25,0.17,3.0,614,Yes
23145,30.0,female,High School,72817.0,9,MORTGAGE,7400.0,PERSONAL,13.11,0.1,5.0,674,Yes
38188,23.0,male,Bachelor,177406.0,1,MORTGAGE,24216.0,DEBTCONSOLIDATION,10.83,0.14,3.0,616,Yes
10851,22.0,male,Bachelor,53889.0,1,RENT,10000.0,EDUCATION,15.95,0.19,4.0,665,Yes
35372,25.0,female,High School,59947.0,0,MORTGAGE,4800.0,EDUCATION,11.07,0.08,5.0,655,Yes
42327,30.0,male,Associate,37481.0,8,RENT,20134.0,VENTURE,14.21,0.54,5.0,613,No
3654,24.0,female,High School,39765.0,1,RENT,3850.0,EDUCATION,12.68,0.1,4.0,634,No
41444,26.0,female,Associate,75756.0,3,MORTGAGE,2278.0,PERSONAL,11.77,0.03,3.0,660,No
16819,22.0,male,Associate,58217.0,0,RENT,13000.0,MEDICAL,7.88,0.22,2.0,653,No
6933,23.0,male,High School,61339.0,0,MORTGAGE,8375.0,EDUCATION,7.51,0.14,2.0,610,No
21415,33.0,female,Bachelor,58629.0,11,OWN,10000.0,HOMEIMPROVEMENT,9.99,0.17,8.0,694,Yes
3903,21.0,male,High School,48970.0,0,RENT,4000.0,EDUCATION,7.51,0.08,2.0,629,No
20035,28.0,female,Bachelor,48958.0,10,RENT,3700.0,PERSONAL,15.96,0.08,8.0,635,Yes
20214,32.0,female,Doctorate,55678.0,10,RENT,4000.0,VENTURE,10.99,0.07,9.0,568,Yes
11193,23.0,female,Associate,61085.0,3,RENT,10000.0,EDUCATION,6.17,0.16,4.0,602,Yes
22863,28.0,male,Bachelor,71623.0,6,OWN,10000.0,MEDICAL,7.49,0.14,6.0,652,Yes
3192,24.0,female,Associate,53975.0,1,RENT,3500.0,EDUCATION,12.69,0.06,2.0,561,Yes
38747,27.0,male,Bachelor,58646.0,6,RENT,5500.0,MEDICAL,11.5,0.09,5.0,600,Yes
37468,33.0,male,High School,216923.0,12,MORTGAGE,6906.0,HOMEIMPROVEMENT,7.63,0.03,7.0,647,Yes
36461,23.0,male,Bachelor,36909.0,0,RENT,4527.0,DEBTCONSOLIDATION,11.81,0.12,4.0,668,Yes
2807,21.0,male,Bachelor,64777.0,0,RENT,3000.0,EDUCATION,11.01,0.05,4.0,651,No
22516,30.0,female,Associate,58818.0,10,RENT,7200.0,EDUCATION,10.39,0.12,8.0,619,No
42568,30.0,female,Associate,138590.0,6,MORTGAGE,19998.0,DEBTCONSOLIDATION,14.52,0.14,8.0,667,No
27657,35.0,male,Master,190571.0,9,OWN,10000.0,EDUCATION,9.63,0.05,10.0,557,Yes
27832,30.0,female,Bachelor,301033.0,6,MORTGAGE,5000.0,DEBTCONSOLIDATION,9.01,0.02,8.0,675,Yes
17484,25.0,female,High School,69446.0,7,RENT,9500.0,PERSONAL,12.53,0.14,2.0,623,No
12535,26.0,male,Bachelor,99790.0,3,MORTGAGE,18600.0,DEBTCONSOLIDATION,6.99,0.19,2.0,612,Yes
31548,38.0,female,High School,126631.0,13,MORTGAGE,14000.0,HOMEIMPROVEMENT,6.03,0.11,11.0,602,Yes
4550,21.0,female,High School,50274.0,0,MORTGAGE,24250.0,VENTURE,10.75,0.48,2.0,644,Yes
23274,28.0,male,Bachelor,32677.0,4,RENT,5000.0,PERSONAL,13.11,0.15,6.0,634,No
57,23.0,male,Bachelor,333399.0,1,OWN,35000.0,PERSONAL,11.01,0.1,4.0,609,No
33991,24.0,male,Master,91110.0,1,RENT,2168.0,VENTURE,8.24,0.02,4.0,583,Yes
833,25.0,male,Associate,130715.0,5,RENT,20000.0,HOMEIMPROVEMENT,11.01,0.15,4.0,632,No
31473,37.0,male,High School,63489.0,16,RENT,14000.0,VENTURE,13.16,0.22,11.0,645,Yes
3405,23.0,female,Associate,72969.0,3,RENT,11000.0,EDUCATION,14.22,0.15,4.0,675,No
35104,25.0,male,High School,60981.0,0,RENT,15000.0,VENTURE,11.06,0.25,2.0,626,Yes
43493,24.0,female,High School,94441.0,2,MORTGAGE,19553.0,HOMEIMPROVEMENT,15.62,0.21,4.0,581,No
20276,27.0,male,High School,78642.0,4,RENT,4000.0,PERSONAL,6.99,0.05,5.0,645,No
3494,26.0,male,Associate,36823.0,5,RENT,10625.0,VENTURE,11.71,0.29,3.0,691,No
26809,27.0,female,Associate,137875.0,4,MORTGAGE,20000.0,EDUCATION,13.06,0.15,8.0,715,No
32256,38.0,male,High School,72430.0,16,MORTGAGE,18125.0,MEDICAL,14.84,0.25,13.0,585,No
1069,22.0,female,Bachelor,29678.0,0,OWN,5000.0,MEDICAL,12.21,0.17,3.0,589,Yes
39807,35.0,male,Associate,26979.0,12,RENT,2100.0,MEDICAL,8.81,0.08,12.0,614,Yes
38576,26.0,male,Bachelor,85215.0,1,RENT,11068.0,DEBTCONSOLIDATION,11.95,0.13,5.0,671,Yes
27442,32.0,male,High School,168983.0,10,MORTGAGE,18000.0,HOMEIMPROVEMENT,6.17,0.11,5.0,700,No
38879,25.0,female,High School,50404.0,2,RENT,7606.0,VENTURE,10.86,0.15,4.0,673,Yes
1717,23.0,male,Associate,35409.0,1,MORTGAGE,8400.0,DEBTCONSOLIDATION,9.63,0.24,3.0,665,Yes
40973,26.0,female,Associate,120166.0,4,MORTGAGE,15000.0,MEDICAL,6.99,0.12,3.0,621,Yes
35249,23.0,male,Bachelor,35494.0,0,MORTGAGE,10231.0,VENTURE,14.47,0.29,2.0,588,No
44282,23.0,male,High School,40856.0,0,RENT,18041.0,MEDICAL,9.97,0.44,4.0,638,No
19673,31.0,male,Bachelor,42907.0,9,MORTGAGE,15000.0,MEDICAL,13.92,0.35,8.0,590,No
44968,30.0,female,Bachelor,62216.0,8,MORTGAGE,13042.0,DEBTCONSOLIDATION,16.09,0.21,6.0,587,No
44670,23.0,male,Associate,58433.0,4,RENT,12000.0,EDUCATION,16.01,0.21,4.0,640,No
12911,24.0,male,Master,93112.0,0,RENT,12000.0,MEDICAL,11.49,0.13,4.0,611,Yes
20963,31.0,male,Master,120780.0,11,RENT,8800.0,EDUCATION,10.0,0.07,8.0,678,No
25665,27.0,male,Associate,107685.0,9,MORTGAGE,2800.0,EDUCATION,14.96,0.03,10.0,706,No
27480,33.0,female,Bachelor,83584.0,10,RENT,15000.0,HOMEIMPROVEMENT,10.62,0.18,7.0,707,No
40673,24.0,male,High School,51638.0,3,RENT,7000.0,EDUCATION,8.6,0.14,3.0,558,Yes
5442,24.0,female,Associate,62261.0,2,RENT,5000.0,DEBTCONSOLIDATION,14.74,0.08,2.0,578,No
9195,25.0,female,Bachelor,24859.0,2,RENT,5000.0,DEBTCONSOLIDATION,13.49,0.2,4.0,532,No
44137,24.0,male,Bachelor,65243.0,0,RENT,7770.0,EDUCATION,10.34,0.12,4.0,697,No
7476,24.0,female,Associate,46725.0,0,RENT,6800.0,PERSONAL,7.68,0.15,3.0,573,Yes
13474,25.0,male,High School,111428.0,2,MORTGAGE,13000.0,MEDICAL,11.26,0.12,2.0,615,No
30882,44.0,male,High School,83209.0,23,MORTGAGE,14300.0,PERSONAL,15.31,0.17,17.0,527,Yes
24922,32.0,female,Associate,94627.0,8,MORTGAGE,5400.0,DEBTCONSOLIDATION,7.88,0.06,6.0,642,Yes
23321,27.0,female,Associate,81679.0,8,RENT,8000.0,PERSONAL,6.03,0.1,5.0,675,Yes
41772,21.0,male,Bachelor,35643.0,0,RENT,8000.0,MEDICAL,8.9,0.22,3.0,625,Yes
44639,23.0,male,High School,36679.0,0,RENT,4000.0,MEDICAL,16.06,0.11,2.0,672,No
43125,29.0,male,Associate,52740.0,6,RENT,14423.0,DEBTCONSOLIDATION,7.84,0.27,9.0,652,No
10628,21.0,female,Master,44152.0,0,RENT,10000.0,EDUCATION,10.62,0.23,3.0,494,Yes
19563,27.0,male,Bachelor,68543.0,3,RENT,3000.0,EDUCATION,11.83,0.04,9.0,644,No
36621,37.0,male,Associate,63498.0,13,MORTGAGE,6500.0,HOMEIMPROVEMENT,10.14,0.1,11.0,655,Yes
1641,21.0,female,Bachelor,62124.0,0,RENT,1500.0,HOMEIMPROVEMENT,15.58,0.02,4.0,701,No
17851,27.0,female,Bachelor,13320.0,6,OWN,4750.0,PERSONAL,14.72,0.36,7.0,619,No
1927,22.0,female,High School,75568.0,2,RENT,2000.0,EDUCATION,15.27,0.03,2.0,634,No
25828,33.0,male,Bachelor,22715.0,15,RENT,2700.0,VENTURE,12.61,0.12,9.0,558,No
26962,27.0,male,Associate,145158.0,1,OWN,4800.0,MEDICAL,10.99,0.03,10.0,537,Yes
26654,28.0,male,Bachelor,132896.0,5,MORTGAGE,6000.0,HOMEIMPROVEMENT,10.65,0.05,8.0,661,No
18741,28.0,female,High School,80906.0,5,RENT,16000.0,VENTURE,12.18,0.2,6.0,642,Yes
43545,25.0,male,High School,106619.0,1,MORTGAGE,8487.0,DEBTCONSOLIDATION,14.65,0.08,5.0,482,No
40716,29.0,male,High School,216827.0,8,MORTGAGE,30325.0,PERSONAL,18.47,0.14,8.0,571,No
70,25.0,male,High School,15162.0,1,OWN,3000.0,MEDICAL,11.01,0.2,3.0,564,No
15670,23.0,male,Bachelor,181868.0,1,MORTGAGE,2400.0,EDUCATION,7.49,0.01,2.0,689,No
44014,29.0,male,Doctorate,41522.0,5,RENT,6000.0,DEBTCONSOLIDATION,15.06,0.14,6.0,511,No
6465,26.0,male,Master,51371.0,0,RENT,6000.0,EDUCATION,7.29,0.12,2.0,664,Yes
711,22.0,male,High School,26244.0,0,MORTGAGE,3000.0,DEBTCONSOLIDATION,11.49,0.11,3.0,667,Yes
40643,30.0,male,Master,74287.0,8,MORTGAGE,15000.0,DEBTCONSOLIDATION,13.63,0.2,8.0,642,Yes
33687,24.0,male,Associate,75667.0,0,RENT,7000.0,MEDICAL,10.38,0.09,3.0,641,Yes
5942,25.0,male,Bachelor,35654.0,0,RENT,5600.0,PERSONAL,13.79,0.16,4.0,622,No
27082,29.0,male,Associate,31024.0,10,OWN,8000.0,VENTURE,9.99,0.26,7.0,637,Yes
19788,32.0,male,Master,71816.0,11,RENT,3500.0,EDUCATION,11.01,0.05,9.0,691,No
27222,35.0,female,Bachelor,152750.0,14,MORTGAGE,13000.0,DEBTCONSOLIDATION,10.38,0.09,8.0,612,No
8316,23.0,female,Associate,69565.0,0,MORTGAGE,17500.0,EDUCATION,14.09,0.25,3.0,689,Yes
36224,23.0,female,Associate,67305.0,2,RENT,5000.0,EDUCATION,13.61,0.07,2.0,612,Yes
3036,24.0,female,High School,79415.0,1,RENT,3200.0,HOMEIMPROVEMENT,9.99,0.04,4.0,626,No
21529,31.0,female,Bachelor,36688.0,13,RENT,6000.0,EDUCATION,8.49,0.16,7.0,625,Yes
39409,24.0,male,High School,77451.0,4,RENT,3500.0,EDUCATION,10.19,0.05,5.0,578,Yes
43041,26.0,female,Associate,72070.0,1,RENT,20000.0,EDUCATION,14.52,0.28,3.0,669,No
26131,28.0,male,Doctorate,50568.0,8,RENT,14000.0,DEBTCONSOLIDATION,13.48,0.28,6.0,619,No
1179,24.0,male,Bachelor,151233.0,6,RENT,16800.0,VENTURE,12.42,0.11,4.0,720,No
36400,25.0,male,High School,79165.0,2,RENT,16000.0,PERSONAL,9.05,0.2,7.0,508,Yes
44825,22.0,male,High School,22538.0,1,OWN,4913.0,EDUCATION,13.68,0.22,5.0,637,No
44735,22.0,female,Bachelor,19811.0,0,RENT,3159.0,HOMEIMPROVEMENT,12.13,0.16,4.0,598,No
40826,27.0,female,Associate,31700.0,4,RENT,3000.0,MEDICAL,10.64,0.09,8.0,628,No
19660,33.0,female,Bachelor,42930.0,9,MORTGAGE,12000.0,MEDICAL,13.11,0.28,7.0,614,Yes
15879,21.0,male,Master,109254.0,0,RENT,19125.0,PERSONAL,13.92,0.18,4.0,667,Yes
35845,28.0,male,High School,136395.0,6,MORTGAGE,18937.0,VENTURE,15.23,0.14,10.0,622,Yes
6892,23.0,female,Associate,91080.0,1,RENT,6000.0,MEDICAL,11.48,0.07,2.0,687,No
33506,24.0,female,Bachelor,56937.0,4,MORTGAGE,15000.0,VENTURE,10.65,0.26,4.0,640,Yes
7630,24.0,male,High School,135523.0,3,RENT,6400.0,HOMEIMPROVEMENT,6.62,0.05,2.0,672,Yes
34606,22.0,female,Bachelor,50235.0,0,RENT,7000.0,DEBTCONSOLIDATION,6.67,0.14,3.0,629,Yes
37528,34.0,male,Doctorate,79624.0,13,MORTGAGE,10686.0,DEBTCONSOLIDATION,12.21,0.13,8.0,612,Yes
36551,25.0,female,High School,45065.0,0,RENT,5983.0,EDUCATION,10.12,0.13,4.0,619,Yes
11804,22.0,male,Bachelor,92561.0,0,MORTGAGE,15000.0,EDUCATION,10.99,0.16,3.0,673,Yes
27045,31.0,female,Associate,144965.0,7,MORTGAGE,20000.0,VENTURE,11.14,0.14,9.0,584,Yes
9348,25.0,male,High School,74458.0,0,MORTGAGE,5650.0,PERSONAL,7.66,0.08,4.0,573,Yes
5623,23.0,male,Associate,55611.0,1,OWN,14000.0,EDUCATION,14.72,0.25,2.0,586,Yes
5908,21.0,male,Associate,57716.0,0,MORTGAGE,7000.0,MEDICAL,13.23,0.12,4.0,618,Yes
38565,26.0,male,Associate,126795.0,4,MORTGAGE,9642.0,VENTURE,9.45,0.08,3.0,605,Yes
15944,21.0,female,Bachelor,10727.0,0,RENT,1200.0,MEDICAL,15.23,0.11,2.0,656,Yes
15313,23.0,male,Bachelor,157069.0,0,MORTGAGE,6000.0,MEDICAL,5.42,0.04,2.0,667,No
5811,23.0,female,Associate,29844.0,2,RENT,5500.0,PERSONAL,13.99,0.18,4.0,669,Yes
5225,26.0,male,High School,40699.0,5,RENT,8975.0,MEDICAL,16.02,0.22,3.0,531,Yes
9300,21.0,male,High School,74269.0,0,MORTGAGE,6000.0,PERSONAL,11.01,0.08,3.0,664,Yes
16400,21.0,female,Bachelor,29794.0,0,OWN,7000.0,PERSONAL,11.86,0.23,3.0,648,Yes
40812,24.0,female,Associate,54962.0,3,RENT,10000.0,EDUCATION,6.32,0.18,4.0,574,Yes
22797,28.0,male,Associate,70589.0,6,MORTGAGE,3000.0,EDUCATION,11.01,0.04,8.0,633,No
43353,31.0,female,High School,48253.0,7,MORTGAGE,2500.0,DEBTCONSOLIDATION,15.11,0.05,8.0,648,No
6670,23.0,male,Associate,67218.0,0,RENT,6000.0,EDUCATION,10.99,0.09,2.0,624,Yes
27733,28.0,female,Bachelor,213219.0,5,MORTGAGE,21125.0,VENTURE,13.16,0.1,5.0,709,Yes
35801,30.0,male,Master,88822.0,5,MORTGAGE,10807.0,PERSONAL,9.01,0.12,6.0,559,Yes
21644,27.0,female,Associate,50110.0,4,RENT,6000.0,MEDICAL,9.32,0.12,7.0,635,No
25356,28.0,male,Bachelor,101987.0,5,MORTGAGE,1000.0,EDUCATION,9.99,0.01,10.0,675,Yes
10270,24.0,female,Associate,88630.0,0,RENT,9600.0,MEDICAL,13.92,0.11,3.0,658,Yes
40274,25.0,male,High School,74083.0,4,RENT,12000.0,PERSONAL,8.46,0.16,3.0,571,No
4178,21.0,female,Associate,24819.0,2,RENT,4500.0,PERSONAL,13.49,0.18,2.0,595,Yes
44883,22.0,male,Bachelor,64607.0,0,RENT,14484.0,DEBTCONSOLIDATION,8.78,0.22,2.0,601,No
26124,30.0,female,High School,116044.0,12,MORTGAGE,17000.0,EDUCATION,10.62,0.15,10.0,627,No
31301,39.0,female,High School,104111.0,14,MORTGAGE,8500.0,HOMEIMPROVEMENT,6.03,0.08,11.0,694,Yes
30267,41.0,female,Bachelor,60791.0,17,MORTGAGE,5000.0,DEBTCONSOLIDATION,6.76,0.08,12.0,678,No
10818,22.0,female,High School,51189.0,0,RENT,10000.0,PERSONAL,13.98,0.2,2.0,648,No
39554,25.0,female,High School,87319.0,2,RENT,8000.0,DEBTCONSOLIDATION,8.35,0.09,4.0,691,Yes
36854,22.0,male,Associate,50649.0,1,RENT,4800.0,MEDICAL,12.4,0.09,4.0,632,Yes
13288,24.0,male,Associate,109016.0,3,OWN,12000.0,MEDICAL,13.35,0.11,3.0,676,Yes
39088,31.0,female,Associate,80505.0,11,RENT,2546.0,EDUCATION,11.35,0.03,10.0,562,Yes
38413,36.0,female,Associate,301021.0,16,MORTGAGE,20000.0,EDUCATION,7.88,0.07,17.0,593,Yes
19436,31.0,male,Doctorate,40665.0,8,MORTGAGE,13500.0,PERSONAL,10.59,0.33,6.0,713,No
37286,35.0,male,High School,103125.0,12,MORTGAGE,1163.0,EDUCATION,8.98,0.01,11.0,577,Yes
21888,28.0,male,Master,90747.0,4,RENT,6000.0,VENTURE,7.49,0.07,6.0,657,No
5293,21.0,male,Bachelor,55999.0,0,RENT,5000.0,DEBTCONSOLIDATION,11.01,0.09,3.0,622,No
27462,27.0,female,Master,168741.0,3,MORTGAGE,6000.0,HOMEIMPROVEMENT,13.57,0.04,5.0,634,Yes
22096,28.0,male,Bachelor,63263.0,7,MORTGAGE,13600.0,EDUCATION,7.88,0.21,7.0,674,No
11345,24.0,female,Bachelor,89540.0,2,MORTGAGE,24000.0,HOMEIMPROVEMENT,11.36,0.27,2.0,561,Yes
12665,24.0,female,High School,94730.0,3,MORTGAGE,15000.0,PERSONAL,11.01,0.16,2.0,608,No
34484,23.0,male,High School,80627.0,2,MORTGAGE,8501.0,EDUCATION,11.0,0.11,3.0,551,Yes
16356,25.0,female,Master,84731.0,5,RENT,7000.0,HOMEIMPROVEMENT,13.79,0.08,2.0,709,No
34330,23.0,female,High School,29933.0,2,RENT,5000.0,VENTURE,10.56,0.17,4.0,564,Yes
10775,25.0,female,High School,49473.0,0,RENT,10000.0,EDUCATION,12.18,0.2,3.0,559,No
6182,25.0,male,Bachelor,58309.0,4,MORTGAGE,16750.0,EDUCATION,11.01,0.29,4.0,700,Yes
21237,35.0,male,Master,241175.0,14,RENT,5000.0,VENTURE,11.01,0.02,10.0,673,No
42959,37.0,male,Master,63871.0,17,MORTGAGE,10247.0,PERSONAL,17.32,0.16,9.0,715,No
21301,27.0,female,Master,25079.0,4,RENT,5500.0,EDUCATION,12.69,0.22,5.0,618,No
14868,24.0,female,Master,142753.0,1,MORTGAGE,28000.0,VENTURE,7.9,0.2,4.0,687,No
3114,22.0,female,High School,22854.0,0,RENT,3500.0,VENTURE,13.48,0.15,2.0,598,No
43640,36.0,male,Bachelor,87385.0,11,RENT,25000.0,MEDICAL,17.57,0.29,10.0,678,No
30459,44.0,male,Doctorate,66699.0,22,MORTGAGE,5000.0,EDUCATION,7.51,0.07,11.0,567,No
5325,25.0,female,Bachelor,54645.0,7,MORTGAGE,5800.0,MEDICAL,6.99,0.11,2.0,647,No
24010,27.0,female,High School,43108.0,3,RENT,10000.0,VENTURE,8.49,0.23,6.0,674,Yes
42770,22.0,male,Bachelor,15696.0,0,RENT,4000.0,VENTURE,10.99,0.25,4.0,637,No
38984,30.0,male,High School,115807.0,3,MORTGAGE,6000.0,PERSONAL,10.74,0.05,6.0,642,Yes
18056,31.0,female,High School,228896.0,9,MORTGAGE,24000.0,MEDICAL,11.01,0.1,10.0,676,Yes
44977,43.0,male,Associate,22639.0,21,RENT,1111.0,PERSONAL,14.78,0.05,14.0,594,No
2741,23.0,male,Master,57257.0,0,RENT,12000.0,DEBTCONSOLIDATION,16.29,0.21,3.0,630,No
31989,36.0,male,Bachelor,75369.0,14,RENT,8000.0,HOMEIMPROVEMENT,11.12,0.11,12.0,673,No
12967,26.0,male,Bachelor,104390.0,6,MORTGAGE,9250.0,DEBTCONSOLIDATION,11.12,0.09,4.0,682,No
2720,26.0,female,Bachelor,41753.0,0,MORTGAGE,12000.0,DEBTCONSOLIDATION,6.03,0.29,4.0,660,No
24301,30.0,female,Associate,102716.0,7,RENT,4200.0,MEDICAL,5.99,0.04,6.0,649,Yes
35196,22.0,female,High School,47267.0,0,RENT,4913.0,MEDICAL,10.33,0.1,3.0,584,Yes
40856,37.0,female,Associate,290741.0,12,MORTGAGE,9589.0,MEDICAL,10.6,0.03,10.0,685,Yes
26020,32.0,male,Associate,114775.0,8,MORTGAGE,8500.0,PERSONAL,5.79,0.07,6.0,631,Yes
41442,34.0,male,Master,28573.0,13,RENT,3000.0,EDUCATION,11.77,0.1,6.0,661,Yes
31014,37.0,male,Master,70579.0,15,RENT,10000.0,DEBTCONSOLIDATION,11.01,0.14,12.0,702,No
21488,29.0,male,High School,28177.0,8,RENT,6000.0,EDUCATION,11.83,0.21,9.0,655,Yes
7087,23.0,male,Bachelor,62257.0,0,MORTGAGE,20000.0,VENTURE,10.37,0.32,3.0,656,Yes
7678,21.0,male,Associate,32432.0,0,RENT,7000.0,PERSONAL,14.84,0.22,3.0,638,No
18562,32.0,female,High School,66752.0,11,RENT,18000.0,DEBTCONSOLIDATION,10.38,0.27,7.0,588,No
7084,24.0,female,High School,72759.0,3,RENT,7000.0,EDUCATION,6.54,0.1,4.0,641,No
35427,33.0,male,Master,229181.0,9,MORTGAGE,20326.0,VENTURE,12.94,0.09,10.0,675,No
31466,43.0,female,High School,117691.0,19,MORTGAGE,14000.0,MEDICAL,11.71,0.12,13.0,608,Yes
25367,35.0,female,Associate,37159.0,15,RENT,3000.0,DEBTCONSOLIDATION,10.65,0.08,9.0,558,Yes
6038,26.0,male,Associate,64317.0,0,RENT,5700.0,DEBTCONSOLIDATION,11.12,0.09,2.0,658,Yes
18503,27.0,male,Associate,15286.0,6,RENT,725.0,DEBTCONSOLIDATION,7.37,0.05,6.0,631,No
38838,23.0,male,High School,121434.0,0,MORTGAGE,4150.0,EDUCATION,10.65,0.03,3.0,612,No
29037,27.0,female,Master,77460.0,6,MORTGAGE,20000.0,DEBTCONSOLIDATION,6.54,0.26,5.0,741,No
30040,39.0,male,Bachelor,29889.0,19,RENT,8500.0,MEDICAL,7.49,0.28,12.0,632,No
18551,28.0,male,Doctorate,29760.0,5,MORTGAGE,9600.0,HOMEIMPROVEMENT,11.99,0.32,8.0,635,Yes
26897,29.0,female,Bachelor,141988.0,5,OWN,20000.0,VENTURE,6.17,0.14,9.0,606,No
16146,23.0,male,Master,57401.0,1,OWN,9000.0,VENTURE,11.01,0.16,4.0,665,Yes
36163,29.0,male,Bachelor,51550.0,5,RENT,3000.0,MEDICAL,12.41,0.06,5.0,709,Yes
36977,32.0,female,Associate,207160.0,12,MORTGAGE,16000.0,DEBTCONSOLIDATION,8.84,0.08,8.0,651,Yes
28231,27.0,male,Bachelor,19892.0,3,RENT,2800.0,MEDICAL,10.65,0.14,7.0,655,No
6788,25.0,female,High School,29491.0,1,RENT,7000.0,MEDICAL,11.01,0.24,2.0,575,Yes
29331,40.0,female,Master,88660.0,14,RENT,20000.0,MEDICAL,14.54,0.23,11.0,700,No
8026,24.0,male,Master,45745.0,4,RENT,7200.0,EDUCATION,7.9,0.16,2.0,696,Yes
35982,52.0,male,High School,74106.0,29,RENT,8525.0,PERSONAL,7.04,0.12,19.0,682,Yes
14983,23.0,female,Bachelor,144993.0,0,MORTGAGE,6000.0,VENTURE,13.06,0.04,4.0,634,Yes
24532,32.0,female,Bachelor,82672.0,13,MORTGAGE,1000.0,EDUCATION,14.72,0.01,9.0,713,No
27909,28.0,female,Associate,49018.0,4,MORTGAGE,19200.0,DEBTCONSOLIDATION,9.91,0.39,6.0,630,Yes
22045,32.0,female,Associate,63580.0,10,MORTGAGE,20000.0,HOMEIMPROVEMENT,11.01,0.31,9.0,637,No
16093,25.0,female,High School,155087.0,6,MORTGAGE,15000.0,HOMEIMPROVEMENT,12.53,0.1,3.0,566,Yes
14518,25.0,male,High School,131773.0,0,MORTGAGE,12000.0,VENTURE,7.51,0.09,4.0,593,Yes
40026,28.0,female,Bachelor,152215.0,7,MORTGAGE,5691.0,VENTURE,8.08,0.04,9.0,672,Yes
31991,38.0,male,Doctorate,21134.0,19,MORTGAGE,4375.0,EDUCATION,7.51,0.21,13.0,715,No
43873,23.0,female,Master,65092.0,2,RENT,21237.0,PERSONAL,10.84,0.33,3.0,687,No
38052,25.0,male,High School,135730.0,4,MORTGAGE,16000.0,PERSONAL,8.74,0.12,4.0,634,No
8005,21.0,male,Bachelor,39423.0,0,RENT,7200.0,EDUCATION,5.42,0.18,4.0,654,Yes
14210,24.0,male,Bachelor,122567.0,2,MORTGAGE,9900.0,PERSONAL,8.0,0.08,4.0,685,No
27669,30.0,male,High School,193093.0,9,MORTGAGE,7000.0,EDUCATION,13.98,0.04,5.0,581,Yes
3076,21.0,male,Associate,43227.0,0,MORTGAGE,3600.0,VENTURE,8.0,0.08,2.0,691,No
27389,28.0,male,Associate,150717.0,6,MORTGAGE,5000.0,HOMEIMPROVEMENT,11.99,0.03,9.0,658,No
21990,27.0,female,High School,28839.0,8,RENT,6250.0,MEDICAL,10.38,0.22,6.0,677,No
30045,37.0,female,Associate,52477.0,15,RENT,8500.0,MEDICAL,8.88,0.16,11.0,618,Yes
13604,23.0,male,Bachelor,114929.0,0,MORTGAGE,2000.0,VENTURE,5.42,0.02,3.0,608,Yes
10629,22.0,male,High School,44148.0,2,RENT,10000.0,EDUCATION,13.48,0.23,4.0,618,Yes
33415,26.0,female,Bachelor,65847.0,2,MORTGAGE,9555.0,PERSONAL,13.3,0.15,6.0,615,Yes
16687,24.0,male,Associate,37181.0,2,RENT,8000.0,MEDICAL,9.25,0.22,2.0,625,No
4929,22.0,female,Bachelor,48880.0,0,RENT,5000.0,EDUCATION,6.17,0.1,2.0,688,No
20229,28.0,female,Associate,58517.0,2,RENT,4000.0,DEBTCONSOLIDATION,11.01,0.07,7.0,640,No
2954,25.0,male,High School,24952.0,1,RENT,3100.0,MEDICAL,11.71,0.12,4.0,643,Yes
15080,26.0,male,Associate,145055.0,3,MORTGAGE,25000.0,EDUCATION,9.76,0.17,3.0,597,Yes
38976,22.0,male,High School,29941.0,0,RENT,1923.0,EDUCATION,11.57,0.06,4.0,613,Yes
13861,24.0,female,Bachelor,117039.0,4,MORTGAGE,8000.0,PERSONAL,11.11,0.07,4.0,621,Yes
27605,35.0,male,Associate,181213.0,12,MORTGAGE,15000.0,DEBTCONSOLIDATION,13.16,0.08,7.0,631,Yes
37049,26.0,male,Bachelor,87325.0,4,RENT,8000.0,DEBTCONSOLIDATION,11.7,0.09,7.0,651,No
33623,29.0,female,High School,300901.0,9,MORTGAGE,9992.0,EDUCATION,7.49,0.03,10.0,675,Yes
33020,24.0,female,High School,48886.0,0,RENT,1000.0,EDUCATION,7.3,0.02,3.0,537,Yes
3433,25.0,male,High School,44578.0,4,MORTGAGE,11000.0,VENTURE,12.29,0.25,3.0,575,Yes
11331,21.0,male,Master,81754.0,3,MORTGAGE,20000.0,VENTURE,17.74,0.24,2.0,715,No
18342,28.0,male,Bachelor,65671.0,5,RENT,20000.0,MEDICAL,7.9,0.3,8.0,674,No
21126,27.0,male,Bachelor,54726.0,4,MORTGAGE,4000.0,VENTURE,11.01,0.07,7.0,629,Yes
3633,25.0,male,High School,24048.0,4,RENT,3800.0,DEBTCONSOLIDATION,14.35,0.16,4.0,600,No
11937,23.0,male,Master,94286.0,1,MORTGAGE,10000.0,MEDICAL,6.62,0.11,2.0,663,No
24028,34.0,female,Bachelor,36135.0,13,RENT,10000.0,EDUCATION,11.83,0.28,5.0,607,No
16708,23.0,female,Associate,60785.0,1,MORTGAGE,13750.0,DEBTCONSOLIDATION,18.43,0.23,3.0,503,No
